uniqueID,clinicalResourceName,serviceType,serviceTypeOtherInfo,address,city,state,zipCode,googleMapsLink,siteOnBusRoute,busRoute,phoneNum1,phoneNumInfo,phoneNum1Verified,phoneNum2,phoneNum2Info,phoneNum2Verified,website,email,otherContactInfo,monday,mondayOpenTime,mondayCloseTime,tuesday,tuesdayOpenTime,tuesdayCloseTime,wednesday,wednesdayOpenTime,wednesdayCloseTime,thursday,thursdayOpenTime,thursdayCloseTime,friday,fridayOpenTime,fridayCloseTime,saturday,saturdayOpenTime,saturdayCloseTime,sunday,sundayOpenTime,sundayCloseTime,otherHoursInfo,servicesProvided,eligibilityCriteriaAll,eligibilityCriteriaUninsured,eligibilityCriteriaIncomeDocumentation,eligibilityCriteriaTennCare,eligibilityCriteriaPrivateInsurance,otherEligibilityCriteriaInfo,feesSlidingScale,feesMinimumPayment,feesOtherInfo,languageEnglish,languageSpanish,languageOther,languageOtherInfo,otherTags,otherNotes,imgURL
52_MeharrySchoolofDentistry,Meharry School of Dentistry ,Dental Service,,1005 D.B. Todd Blvd.,Nashville,TN,37208,"https://www.google.com/maps/place/Meharry+Medical+College/@36.166958,-86.805641,15z/data=!4m2!3m1!1s0x0:0xf90c2d44e0b5c694",,,(615) 327-6669,New Patients,Yes,(615) 327-6900,Returning Patients,Yes,http://www.mmc.edu/patientcare/school-of-dentistry/,,"(615) 327-6669 (Student Clinic), (615)-327-6297 (Residents Clinic), (615) 327-6844 (Oral Surgery)    Appointments  New Patients: 615.327.6669, option #1  Returning Patients: 615.327.6900",Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,After-hours Emergency Care  Patients with dental emergencies after normal clinic hours (evenings and weekends) will be provided on-call care at Metropolitan Nashville General Hospital Emergency Room at Meharry Medical College by residents enrolled in the Oral Maxillofacial or General Practice Residency Programs (615.341.4357). ,Services: Pediatric Clinic on 2nd floor of hospital 327-6108; Orthodontic Clinic 327-6303    Restorative Dentistry  Oral and Maxillofacial Surgery  Endodontics  Periodontics  Oral Diagnostics  Pediatric Dentistry  Orthodontics,Checked,Unchecked,Unchecked,Unchecked,Unchecked,"What are the qualifications for patient selection?  Prospective patients interested in receiving dental care are primarily selected on the basis of their teaching potential. Your first appointment will be for an initial dental evaluation to determine your dental needs.  Preliminary diagnostic radiographs are taken, and your record is forwarded to the patient pool for assignment to a student.",Unchecked,Unchecked,"Fees: Reduced fees for service    Payment Policies  Please read the following payment policies carefully, as all patients, whether insured or uninsured, are responsible for the cost of all services rendered.    Insured patients will be required to satisfy any co-pay or deductible amounts due at the time of service. After your co-pay or deductible has been satisfied, your insurance company will be billed for the services rendered. Outstanding balances will be billed to you after your insurance company processes your claim.  Uninsured patients will pay a $60 charge for the initial evaluation and treatment.  After your initial visit, payment in full will be due at each subsequent visit for services rendered.  For treatment involving multiple appointments and/or services of a dental laboratory (e.g., crowns, bridges, and partials), a payment of 50% of the service rendered is due at the initial service date, and the remaining balance will be divided into three payments. This balance must be paid in full before the appliance can be delivered.  You will be responsible for the cost of all services rendered if we do not accept your insurance. If we do not accept your insurance, a claim will be billed as a courtesy, and your insurance company will reimburse you directly.  In the event that your insurance company denies your claim, you are still responsible for the balance of the services rendered. Payment in full will be expected within 30 days of the denial date. Please call our Business Office at 615.327.6776 with additional questions.  Payment Options  Please be informed that all services are provided at affordable rates, but are not free of charge.    Acceptable forms of payment:    Cash, check*, money order  MasterCardå¨, Visaå¨, Discoverå¨  Most major insurance accepted  Most third-party PPOs accepted  Flexible spending accounts accepted--call for more information  Care Credit (personal line of credit)  A service charge of $35.00 will be applied to any returned check.",Checked,Unchecked,Unchecked,,,,http://www.mmc.edu/_resources/img/faculty_images_2012/aug_2012/james-tyus_0646-14.jpg;http://www.mmc.edu/_resources/img/faculty_images_2012/aug_2012/machelle_thompson_2300.jpg;http://www.mmc.edu/_resources/img/feature_wells_2012/aug_1/about_1876.jpg
14_LentzPublicHealthCenter,Lentz Public Health Center ,Medical Care Clinic,,2500 Charlotte Ave,Nashville,TN,37209-4129,"https://www.google.com/maps/place/Lentz+Public+Health+Center/@36.155263,-86.813949,15z/data=!4m2!3m1!1s0x0:0x1b1aea642571697",,,(615) 340-5616,,Yes,,,,http://www.nashville.gov/Health-Department/Clinic-Locations/Lentz-Public-Health-Center.aspx,,(615)-340-5658 http://www.health.nashville.gov/CH/ch_preventive.htm,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Closed,,,Closed,,,Hours:M-F 8:00-4:30,Chlamydia Testing  Conventional HIV Blood Testing  Conventional HIV Oral Testing  Gonorrhea Testing  Herpes Testing  Rapid HIV Oral Testing  Syphilis Testing,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,Fees:Sliding scale,Unchecked,Unchecked,Unchecked,,,,
37_BehavioralHealthAccess,Crisis Resources,Mental Health Clinic,Crisis Hotline,,,,,,,,(615) 726-0125,Mobile crisis line,Yes,(615) 244-7444,Crisis Center,Yes,http://www.nashville.gov/Health-Department/Clinical-Health-Services/Behavioral-Health-Services.aspx,,National Suicide Prevention Hotline 1-800-273-8255,,,,,,,,,,,,,,,,,,,,,,"Phone Crisis Resources, call anytime",Services: Provides mental health evaluation and referrals to area providers,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Davidson county residents only,Unchecked,Unchecked,Free of charge,Checked,Checked,Unchecked,,Suicide hotline; crisis hotline; mental health ,Several other behavioral health resources available ,
161_Project Access Nashville,Project Access Nashville (formerly Bridges to Care),Other,Other medical resources for Davidson County,Lentz Public Health Center  2500 Charlotte Pike,Nashville,TN,37209,"https://www.google.com/maps/dir/''/lentz+public+health+center/@36.1552581,-86.8482818,13z/data=!4m8!4m7!1m0!1m5!1m1!1s0x886466b92fb6ae07:0x1b1aea642571697!2m2!1d-86.813949!2d36.155263",,,(615) 313-9972,Health Assist number to register.  To hear a message about services you can call (615) 340-0573. You may also leave a voicemail message at this number and your call will be returned.,Yes,,,,http://www.nashville.gov/Health-Department/Clinical-Health-Services/Project-Access-Nashville.aspx,btc@nashville.gov,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,,,,,,,,,,,Uninsured residents of Davidson County can get their prescriptions filled for a small fee,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Checked,Unchecked,"No fee for enrollment, clinics charge a sliding scale fee",Checked,Checked,Checked,Bosnian; Croatian; Serbian,,Apply in person at the Health Department or call Health Assist to enroll over the phone,
165_TBControl,TB Elimination Program              ,Other,Other medical resources,2500 Charlotte Avenue,Nashville,TN,37209,"https://www.google.com/maps/place/2500+Charlotte+Ave,+Nashville,+TN+37209/@36.1553024,-86.8141476,17z/data=!3m1!4b1!4m2!3m1!1s0x886466b7d16f5d09:0x9f383990d1550e91",,,(615) 340-5650,,Yes,,,,http://www.nashville.gov/Health-Department/Clinical-Health-Services/Tuberculosis-Elimination-Program.aspx,,,Open,8:00,16:30,Open,8:00,16:30,Open,9:00,16:30,Open,8:00,16:30,Open,8:00,16:30,,,,,,,Last patient appointment at 3:30,"Diagnosis, treatment, and follow-up services for all persons in Davidson county diagnosed with tuberculosis. DOT. TB screening. Community education",Checked,Unchecked,Unchecked,Unchecked,Unchecked,Resident of Davidson County,Unchecked,Unchecked,"Screening, evaluation, and treatment are provided free of charge. A $ 10.00 fee is charged for reports.  ",Checked,Checked,Checked,Per language line,tuberculosis; tb; tb screening; dot; tb treatment; ,,
127_WIC, WIC                             ,Food Resources,breastfeeding promotion,Link to addresses (4 locations)    http://www.nashville.gov/Health-Department/Clinical-Health-Services/WIC.aspx,,,,,,,(800) 342-5942,,Yes,,,,http://www.nashville.gov/Health-Department/Clinical-Health-Services/WIC.aspx,,,,,,,,,,,,,,,,,,,,,,,,,"nutrition education, food vouchers, breastfeeding support",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Participants must be residents of Tennessee, meet the gross income guidelines and be determined to be at nutritional or medical risk.  ",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
137_MetroActionCommission, Metro Action Commission           ,Housing and Utilities,"funding assistance, Head Start, adult education",800 2nd Avenue North,Nashville,TN,37201,"https://www.google.com/maps/place/800+2nd+Ave+N,+Nashville,+TN+37201/@36.1718645,-86.7807841,17z/data=!3m1!4b1!4m2!3m1!1s0x88646655e52acd25:0x2c49c493dce6ca4f",,,(615) 862-8860,,Yes,,,,http://www.nashville.gov/Metro-Action-Commission.aspx,,,Open,8:00,16:00,Open,8:00,16:00,Open,8:00,16:00,Open,8:00,16:00,Open,8:00,16:00,Closed,,,Closed,,,"8-3 assistance hours. Head Start from 6-6pm, Adult Education 9-1pm. ","Head Start, financial services, adult education",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,"Languages, fees need to be verified ",
170_VictimInterventionProgram,Victim Intervention Program         ,Other,Other medical resources,2231 26th Avenue North,Nashville,TN,37208,"https://www.google.com/maps/place/2231+26th+Ave+N,+Nashville,+TN+37208/@36.1886889,-86.8193303,15z/data=!4m2!3m1!1s0x88646732156d3b37:0xba6f7fd94b5a17f2",,,(615) 862-7773,,Yes,,,,http://www.nashville.gov/Police-Department/Administrative-Services/Behavioral-Health-Services/Victim-Intervention-Program.aspx,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,Also on call therapist 24/7,"free confidential counseling for those affected by violent crimes, support and guidance through police/court proceedings, group crisis interventions, advocacy, training",Checked,Unchecked,Unchecked,Unchecked,Unchecked,As long as they are a victim of a crime,Unchecked,Unchecked,Free,Checked,Checked,Unchecked,,crime; violence; victim; intervention; domestic violence; intervention; counseling; hotline; crisis,,
139_MetroSocialServices, Metro Social Services              ,Housing and Utilities,,800 2nd Avenue North,Nashville,TN,37201,"https://www.google.com/maps/place/800+2nd+Ave+N,+Nashville,+TN+37201/@36.1718645,-86.7807841,15z/data=!4m2!3m1!1s0x88646655e52acd25:0x2c49c493dce6ca4f?sa=X&ei=zc0xVKGnIc_bsASnzIGwAg&ved=0CB8Q8gEwAA",,,(615) 862-6400,Administration number,Yes,(615) 880-2526,Homeless Program,Yes,http://www.nashville.gov/Social-Services.aspx,,,,,,,,,,,,,,,,,,,,,,,,,"homemaking, indigent burials, family support, senior nutrition, homelessness",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,couseling; homeless;homelessness; case management; senior nutrition; senior; elderly; nutrition; burial; funeral; homemaking;homemaker; homemaker services,No hours or email available on website,
156_MetroSocialServiceHomeless, Metro Social Service-Homeless      ,Job and Homeless Resources,,800 2nd Avenue North ,Nashville,TN,37201,"https://www.google.com/maps/place/800+2nd+Ave+N,+Nashville,+TN+37201/@36.1718645,-86.7807841,15z/data=!4m2!3m1!1s0x88646655e52acd25:0x2c49c493dce6ca4f?sa=X&ei=yrw5VMP1IsjMggS7_ICQCg&ved=0CB0Q8gEwAA",,,(615) 880-2526,,Yes,,,,http://www.nashville.gov/Social-Services/Adult-and-Family-Support-Services/Homeless-Services.aspx,,,Open,8:00,15:00,Open,8:00,15:00,Open,8:00,15:00,Open,8:00,15:00,Open,8:00,15:00,,,,,,,,"Homelessness prevention, bus passes, and social services.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Resident of Nashville Davidson County 18 years of age or older.,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,,,
121_MetroSocialServiceMeals,Metro Social Service-Meals       ,Food Resources,"MSS provides nutritionally sound meals to eligible seniors and disabled persons. The program provides both Congregate Meals in strategically located centers in Davidson County and Home Delivered Meals to eligible persons. The Senior Nutrition Program promotes better health through improved nutrition, reducing isolation of the elderly while helping them continue living independently in the community.",,,,,,,,(615) 880-2292,,Yes,,,,http://www.nashville.gov/Social-Services/Adult-and-Family-Support-Services/Nutrition.aspx,,,Open,,,Open,,,Open,,,Open,,,Open,,,,,,,,,,"Congregate Meal Sites are open 4 å_ hours a day, Monday through Friday and provide:  Meals in a group setting of senior adults  Activities for fun, fitness and fellowship  Nutrition Education provided monthly    There are also several congregate meal sites in convenient locations throughout Nashville including these and several others located in senior high-rise developments:    Cohn Adult Learning Center, 4800 Park Avenue, 615-880-2343  East Park Community Center, 700 Woodland Street, 615-862-8448  Elizabeth Community Center, 1701 Arthur Street, 615-880-2340  Hadley Community Center, 1037 28th Avenue North, 615-880-2290    Meals are also delivered to those confined to their homes with:  Nutrition Education provided monthly  Lunch or Dinner type meal provided Monday through Friday",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"For Congregate Meals:  Age 60 or over  Spouses of persons 60+; whom themselves is under 60 years of age  Disabled persons under 60 years of age who reside in a senior high-rise development where congregate meals are served  Must live in Davidson County    For Home Delivered Meals:  Age 60 or over;  Confined to home (illness, incapacitation or disability);  Unable to prepare own meals;  Inability to receive nutritious meals from family, friends or other resources;  Must live in Davidson County",Unchecked,Unchecked,There is no charge for meals.,Unchecked,Unchecked,Unchecked,,,"Referrals are required for Home Delivered Meals services. Referrals must be made by a health care professional (MCOs, physician's office, home health care agency,hospital, and Social Workers etc.).",
229_AIDSNashvilleCARES, AIDS - Nashville CARES                   ,Support groups,Support groups,633 Thompson Lane,Nashville,TN,37204,,,,(615) 259-4866,,Yes,,,,http://www.nashvillecares.org/,,,,,,,,,,,,,,,,,,,,,,,,,"Nashville CARES offers persons living with HIV/AIDS, their families, spouses, partners and significant others, a unique combination of services, resources, information, and referral to help and support clients with the challenges they confront in the progression of the HIV disease.  All services are free of charge. They are provided by appointment at the CARES office, the Comprehensive Care Center, regional health and HIV clinics, hospitals, nursing homes, jails, prisons or client homes.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Persons living with HIV/AIDS and their families, spouses, partners, and significant others",Unchecked,Unchecked,All services free,Unchecked,Unchecked,Unchecked,,,,
258_OstomyUnitedOstomyAssociationHeadquarters, Ostomy - United Ostomy Association Headquarters      ,Support groups,Support groups,2000 Church Street,Nashville,TN,37236,"https://www.google.com/maps/place/2000+Church+St,+Nashville,+TN+37236/@36.1538137,-86.8025158,15z/data=!4m2!3m1!1s0x886466bfdce7921f:0x891954a973c07f69?sa=X&ei=xVlmVNXSNLjdsATj8YLwDQ&ved=0CCQQ8gEwAQ",,,(615) 662-7639,Local Co-Presidents of UOAA. Sandra,Yes,,,,http://www.nashvilleostomy.org/index.htm,,Directions: http://www.nashvilleostomy.org/directions.htm,,,,,,,,,,,,,,,,,,,,,,Meet on last Sunday of every month at 2pm,Support group; ostomy education; donated ostomy supplies ,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Checked,"One time due of $10 to become a member, but not necessary.",Checked,Unchecked,Unchecked,,ostomy; ostomy care; ostomy support group; support group; supplies; medical supplies,,
98_FamilyLifeCenter_Mens_Campus,Family Life Center (Men's Campus),Job and Homeless Resources,,639 Lafayette Street,Nashville,TN,37203-4226,"https://www.google.com/maps/place/639+Lafayette+St,+Nashville,+TN+37203/@36.1536183,-86.7775001,15z/data=!4m2!3m1!1s0x8864665e314cfd6f:0xa800d9688e216d34",,,(615) 255-2475,General Inquiries,Yes,(615) 312-1544,Volunteer Services,,http://www.nashvillerescuemission.org/,,,,,,,,,,,,,,,,,,,,,,,,"The Nashville Rescue Mission operates two campuses. The main campus houses the administrative offices, as well as services for men. The second campus houses all services for women and children. Each location is applicable to the emergency services described below.     Food  If you or your loved ones are in immediate need of food, the Nashville Rescue Mission serves 3 meals a day and we are open 365 days a year.     Meal Times:  Men's Campus: Monday - Saturday  Breakfast:        5:30 am  Lunch:             12:00 noon  Dinner:             5:30 pm     Women's Campus: Monday - Saturday  Breakfast:        6:30 am  Lunch:             11:30 am  Dinner:             4:00 pm     Sunday/Holidays  Breakfast:        6:00 am  Lunch:             12:00 noon  Dinner:             5:30 pm     Shelter  If you are homeless and wish to escape the dangers of sleeping on the street, you can find safe shelter at the Nashville Rescue Mission. We are open 365 days a year.     Bed assignments are given out on a first-come, first-serve basis following shower times, which are from 7:00 am to 9:00 am and again from 11:00 am to 6:00 pm.     Clothing  If you or your loved ones are in immediate need of clothing, the Nashville Rescue Mission's clothing rooms are open from 3:00 pm to 5:00 pm Monday through Saturday. Clothing is available free of charge.     Hot Showers and Personal Hygiene  Restrooms, hot showers and personal hygiene supplies are all available, including diapers. Showers are open from 7:00 am to 9:00 am and again from 11:00 am to 6:00 pm.     Day Room  Separate enclosed courtyards and spacious indoor assembly areas provide a safe, environment for hundreds of men, women and children to spend their daylight hours when environmental factors (too hot, too cold, rain, snow) might otherwise put them at risk.     Counseling  Caring counselors, who provide assistance and referrals for employment, housing, government aid, life-recovery and other services, assess each individual's unique circumstances.     Spiritual Encouragement  Daily chapel services and access to chaplains 7 days a week for counseling and prayer offer the new hope and healing essential to building new lives.  Chapel services are held every night from 6:45 pm to 8:00 pm.",Food;Shelter;Clothing;Hot Showers and Personal ;Hygiene;Day Room;Counseling;Spiritual Encouragement,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Requirements:     ‰Û¢ On-site interview  ‰Û¢ Climb a flight of stairs several times a day  ‰Û¢ Get into a top bunk, if necessary  ‰Û¢ Stand on your feet for an hour or so at a time, if necessary  ‰Û¢ Mentally stable, able to cooperate and communicate with the staff, as well as with other clients*  ‰Û¢ Free of legal demands on your time**  ‰Û¢ Likelihood that after the basic part of the program, client will be able to seek and secure full-time employment in the community",Unchecked,Unchecked,,Checked,Unchecked,Unchecked,,Food;Shelter;Clothing;Hot Showers and Personal ;Hygiene;Day Room;Counseling;Spiritual Encouragement,,
140_NashvilleRescueMission, Nashville Rescue Mission           ,Housing and Utilities,,639 Lafayette Street,Nashville,TN,37203,"https://www.google.com/maps/place/639+Lafayette+St,+Nashville,+TN+37203/@36.1536183,-86.7775001,15z/data=!4m2!3m1!1s0x8864665e314cfd6f:0xa800d9688e216d34?sa=X&ei=utQxVPSQDZDksASJ3oFI&ved=0CB0Q8gEwAA",,,(615) 255-2475,,Yes,,,,http://www.nashvillerescuemission.org/,rescue@nashvillerescuemission.org,"The above address is the mailing address and the address of the Men's Campus.  The address of the women's campus is as follows:  1716 Rosa L. Parks Blvd.  Nashville, TN 37208",,,,,,,,,,,,,,,,,,,,,,,"- Men's Life recovery program: The men's life-recovery program uses a Christ-centered approach to helping men 18 and over resolve personal problems and chemical addictions. During his time in the program, a man will receive Christian counseling, participate in work therapy, learn how to heal from past wounds and develop new and healthy ways of coping. After graduating, men also have the opportunity to move into the Mission's transitional housing until they are able to get back on their feet and find permanent housing.    - Women's Life recovery program: Women who are homeless, abused or chemically dependent can find refuge, safety and healing at the Nashville Rescue Mission. During her stay, a woman will receive Christian counseling, including one-on-one as well as group sessions, learn how to heal from past wounds and open up to new, healthy relationships. She will also have an opportunity to study the Bible and participate in the education program in order to improve her academic and employment skills or obtain her GED.     Mothers are also taught good parenting techniques. Bright colors, open spaces and play areas help kids regain their childhood. Each woman and her children enjoy time together where they can establish a feeling of safety and a sense 'home.' After graduating, women have the opportunity to move into the Mission's transitional housing until they are able to get back on their feet and find permanent housing.    - Men's campus education: Through the Mission's education program, many of the men are taught basic arithmetic and literacy, while others prepare to take their GED exam. All are given an opportunity to pursue academic and professional skills for the workplace, including job preparedness, resume writing and interviewing skills. In addition, classes in work orientation, computer software, finances, cooking, food handling and commercial driving are offered. The support received from volunteers, donors, grants and other resources is invaluable. Through the advancement of education and life skills, these men come to see they can achieve greater personal wholeness and freedom through education.    - Women's campus education: are given an opportunity to pursue academic and professional skills for the workplace, including job preparedness, resume writing and interviewing skills. Classes are also offered in commercial driving, nutrition and physical exercise. The women also learn about financial planning and developing a family budget. The support received from volunteers, donors, grants and other resources is invaluable. Through the advancement of education and life skills, these women come to see they can achieve greater personal wholeness and freedom through education.",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Program requirements:   ‰Û¢ On-site interview  ‰Û¢ Climb a flight of stairs several times a day  ‰Û¢ Get into a top bunk, if necessary  ‰Û¢ Stand on your feet for an hour or so at a time, if necessary  ‰Û¢ Mentally stable, able to cooperate and communicate with the staff, as well as with other clients*  ‰Û¢ Free of legal demands on your time**  ‰Û¢ Likelihood that after the basic part of the program, client will be able to seek and secure full-time employment in the community",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Shelters; Education; GED,"‰Û¢ Programs are Christian in orientation,  ‰Û¢ Fairly rigorous  ‰Û¢ Requires clients attend classes, meetings, chores, exercise times, counseling, etc. nearly all day, nearly every day",http://www.nashvillerescuemission.org/images/Logos/nrm_color.png
270_FamilyLifeCenter_Womens_Campus,Family Life Center (Women's Campus),Job and Homeless Resources,,1716 Rosa L. Parks Blvd.,Nashville,TN,37208,"https://www.google.com/maps/place/Nashville+Rescue+Mission/@36.18174,-86.796771,17z/data=!3m1!4b1!4m2!3m1!1s0x8864671c04aac7d1:0x5d73aef1d78e6c5f",,,(615) 312-1580,General Inquiries (women's campus),Yes,(615) 312-1544,Volunteer Services,,http://www.nashvillerescuemission.org/,,,,,,,,,,,,,,,,,,,,,,,,"The Nashville Rescue Mission operates two campuses. The main campus houses the administrative offices, as well as services for men. The second campus houses all services for women and children. Each location is applicable to the emergency services described below.     Food  If you or your loved ones are in immediate need of food, the Nashville Rescue Mission serves 3 meals a day and we are open 365 days a year.     Meal Times:  Women's Campus: Monday - Saturday  Breakfast:        6:30 am  Lunch:             11:30 am  Dinner:             4:00 pm     Sunday/Holidays  Breakfast:        6:00 am  Lunch:             12:00 noon  Dinner:             5:30 pm    Shelter  If you are homeless and wish to escape the dangers of sleeping on the street, you can find safe shelter at the Nashville Rescue Mission. We are open 365 days a year.  ",Food;Shelter;Clothing;Hot Showers and Personal ;Hygiene;Day Room;Counseling;Spiritual Encouragement,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Requirements:     ‰Û¢ On-site interview  ‰Û¢ Climb a flight of stairs several times a day  ‰Û¢ Get into a top bunk, if necessary  ‰Û¢ Stand on your feet for an hour or so at a time, if necessary  ‰Û¢ Mentally stable, able to cooperate and communicate with the staff, as well as with other clients*  ‰Û¢ Free of legal demands on your time**  ‰Û¢ Likelihood that after the basic part of the program, client will be able to seek and secure full-time employment in the community",Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Food;Shelter;Clothing;Hot Showers and Personal ;Hygiene;Day Room;Counseling;Spiritual Encouragement,,
104_NursesforNewborns, Nurses for Newborns             ,Family Services,,"50 Vantage Way, Suite 101",Nashville,TN,37228,"https://www.google.com/maps/place/50+Vantage+Way,+Nashville,+TN+37228/@36.193153,-86.795576,16z/data=!4m2!3m1!1s0x8864671117b9c3b3:0xe8cd4b2d7b0473f4?hl=en",,,(615) 313-9989,Phone,Yes,(615) 313-9979,Fax,No,http://www.nfnf.org,,,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,Open,8:00,16:30,,,,,,,,"Nurses for Newborns (NFN) is a home visitation program that provides a safety net for families in order to prevent infant mortality, child abuse, and neglect. In response to referrals from medical centers, physician offices, clinics, social service agencies, and direct requests from families, Nurses for Newborns sends specially trained pediatric nurses to the homes of pregnant women or parents with infants who face medical, social, or environmental risks. ",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,"Requires referral from healthcare provider (form on website).    To be eligible for services, individuals must reside in one of the six counties served by NFN (Montgomery, Sumner, Davidson, Rutherford, Williamson or Maury).    In addition individuals must meet one of three criteria:    1. Teen Mothers - 19 years old or younger  2. Babies who are medically fragile  (Babies born prematurely or spent time in a Neonatal Intensive Care Unit, babies who have health concerns like heart issues, down's syndrome or are diagnosed as having failure to thrive)  3. Mothers who have intellectual or medical/mental health challenges",Unchecked,Unchecked,,Checked,Unchecked,Unchecked,Unknown if other language services,maternal;mother;newborn;nursing,,http://www.nfnf.org/wp-content/uploads/2014/01/n4n-logo2.png
42_ParkCenterClinicEast,Park Center Program East,Mental Health Clinic,Mental Health Service ,948 Woodland Street,Nashville,TN,37206,"https://www.google.com/maps/place/948+Woodland+St,+Nashville,+TN+37206/data=!4m2!3m1!1s0x886467cd4c03e405:0xe73d4be3236e0d15?sa=X&ei=dNmuVPzQGdDfggT1jIKYBQ&ved=0CB8Q8gEwAA",,,(615) 242-3576,,Yes,,,,http://www.parkcenternashville.org,referral@parkcenter.nashville.org,,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Open,7:30,16:30,Closed,,,Closed,,,,"Age-specific day programs , housing services including supportive group homes, intensive outpatient care  ",Unchecked,Checked,Unchecked,Checked,Unchecked,"Tenncare required for all services except housing, which allows for the uninsured",Unchecked,Checked,For housing only (rent),Checked,Checked,Checked,Language line available,housing; mental health; psychiatric; homeless; activities; ,,
111_TNParentHelpline, Tennessee Parent Helpline              ,Family Services,24-hour toll-free helpline,,,,,,,,(800) 356-6767,,Yes,,,,http://www.pcat.org/programs/parent-helpline/,,,Open,,,Open,,,Open,,,Open,,,Open,,,Open,,,Open,,,24-hour helpline,"The Parent Helpline is a 24-hour, toll-free helpline providing supportive listening, information, and referrals for families experiencing problems or stress, or just in need of someone to talk to.",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Unchecked,,,,
43_ProhealthNashville,Prohealth Nashville ,Mental Health Clinic,,"395 Wallace Road Bldg B Suite 100, Nashville, TN 37211",,,,,,,(615) 591-4750,,,,,,http://www.phrhs.com/,,,,,,,,,,,,,,,,,,,,,,,,,Services: Serves all counties,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,Fees: Fee reduced with proof of income,Unchecked,Unchecked,Unchecked,,,therapist should call back (jacob),
135_AmericanRedCross, American Red Cross               ,Housing and Utilities,Disaster relief; Military family services,2201 Charlotte Ave,Nashville,TN,37203,"https://www.google.com/maps/place/2201+Charlotte+Ave,+Nashville,+TN+37203/@36.1558767,-86.8075364,15z/data=!4m2!3m1!1s0x886466c75f510c09:0x9ca8f9279421c107?sa=X&ei=FNIxVJvEE-_9sAT60YHwCg&ved=0CB0Q8gEwAA",,,(615) 250-4300,,Yes,(877) 253-4334,Toll-Free,Yes,http://www.redcross.org/tn/nashville,,,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Open,8:00,17:00,Closed,,,Closed,,,,"Disaster relief - mans circulating emergency response vehicles to hand out food, relief supplies, information and comfort to people in disasters; provide shelters, and health workers in disaster sites.    Supporting America's Military Families - Linking military families during an emergency, connecting families with local community resources, providing resiliency training to military families; provides transition and reintegration support to wounded warriors, veterans, and their families.",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Unchecked,Unchecked,Unchecked,,Disaster; food; relief items; armed services; family,,http://section303.com/wp-content/uploads/2013/05/ARC_Logo_Bttn_Horiz_RGB.png
133_SocialSecurityHotline,Social Security Hotline             ,Government/Legal/Policies,,,,,,,,,(800) 772-1213,,Yes,,local phone?,,http://www.ssa.gov/agency/contact/phone.html#a0=3,,,Open,7:00,19:00,Open,7:00,19:00,Open,7:00,19:00,Open,7:00,19:00,Open,7:00,19:00,,,,,,,Automated services and information available 24/7,"Card replacements, document deliveries, information about social security ",Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Unchecked,Unchecked,,Checked,Checked,Checked,Deaf (1800-325-0778),hotline; ssn; social security; ss; social security hotline; social security info; social security information; ssn info; ,,
